,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
48,Tennessee,US,2021-11-15 04:32:31,35.7478,-86.6923,1294801,16660,0,,47.0,18959.847852756422,10495196.0,0,1.2866842086158414,84000047.0,USA,153681.77762054387,0
49,Texas,US,2021-11-15 04:32:31,31.0545,-97.5635,4283899,72789,0,,48.0,14774.163957977342,35928110.0,0,1.6991296947010188,84000048.0,USA,123907.63363941244,0
50,Utah,US,2021-11-15 04:32:31,40.15,-111.8624,571507,3347,0,,49.0,17826.403215513114,4613666.0,0,0.5856446202758672,84000049.0,USA,143909.12170402732,0
51,Vermont,US,2021-11-15 04:32:31,44.0459,-72.7107,44801,393,0,,50.0,7179.774002426325,2435637.0,0,0.8772125622195933,84000050.0,USA,390333.3231835817,0
52,Virgin Islands,US,2021-11-15 04:32:31,18.3358,-64.8963,7357,84,0,,78.0,6858.522578961107,213123.0,0,1.141769743101808,850.0,VIR,198682.73856136034,0
53,Virginia,US,2021-11-15 04:32:31,37.7693,-78.17,942837,14321,0,,51.0,11046.041839986534,10166445.0,0,1.5189263891849811,84000051.0,USA,119107.5199996626,0
54,Washington,US,2021-11-15 04:32:31,47.4009,-121.4905,750477,8934,0,,53.0,9855.384704683309,9842443.0,0,1.1904428783293826,84000053.0,USA,129252.54497994915,0
55,West Virginia,US,2021-11-15 04:32:31,38.4912,-80.9545,283075,4610,0,,54.0,15795.300273917263,4448887.0,0,1.628543672171686,84000054.0,USA,248243.4197641153,0
56,Wisconsin,US,2021-11-15 04:32:31,44.2685,-89.6165,921221,9679,0,,55.0,15821.922584266304,11881624.0,0,1.0506707945216185,84000055.0,USA,204066.2719405664,0
57,Wyoming,US,2021-11-15 04:32:31,42.756,-107.3025,107483,1298,0,,56.0,18571.287876300845,1114457.0,0,1.2076328349599472,84000056.0,USA,192559.77012884466,0
