,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
47,South Dakota,US,2021-11-21 04:32:41,44.2998,-99.4388,162375,2305,0,,46.0,18354.529824486046,1047748.0,0,1.4195535026943802,84000046.0,USA,118435.23888865652,0
48,Tennessee,US,2021-11-21 04:32:41,35.7478,-86.6923,1303830,16820,0,,47.0,19092.060035371767,10596909.0,0,1.2900454813894449,84000047.0,USA,155171.16711332882,0
49,Texas,US,2021-11-21 04:32:41,31.0545,-97.5635,4306389,73351,0,,48.0,14851.726698699033,36301873.0,0,1.7033064128670214,84000048.0,USA,125196.65465588028,0
50,Utah,US,2021-11-21 04:32:41,40.15,-111.8624,582929,3428,0,,49.0,18182.67737755766,4681076.0,0,0.5880647557421229,84000049.0,USA,146011.76933696575,0
51,Vermont,US,2021-11-21 04:32:41,44.0459,-72.7107,46896,404,0,,50.0,7515.517100461707,2481704.0,0,0.861480723302627,84000050.0,USA,397715.98537794745,0
52,Virgin Islands,US,2021-11-21 04:32:41,18.3358,-64.8963,7439,85,0,,78.0,6934.96662564791,218012.0,0,1.1426266971367118,850.0,VIR,203240.48178394305,0
53,Virginia,US,2021-11-21 04:32:41,37.7693,-78.17,953460,14492,0,,51.0,11170.49824386777,10295055.0,0,1.5199379103475763,84000051.0,USA,120614.28250584412,0
54,Washington,US,2021-11-21 04:32:41,47.4009,-121.4905,762118,9110,0,,53.0,10008.25618954856,9958651.0,0,1.1953529505929528,84000053.0,USA,130778.60713210286,0
55,West Virginia,US,2021-11-21 04:32:41,38.4912,-80.9545,288502,4726,0,,54.0,16098.12141526337,4507582.0,0,1.6381168934704091,84000054.0,USA,251518.5417267668,0
56,Wisconsin,US,2021-11-21 04:32:41,44.2685,-89.6165,945715,9816,0,,55.0,16242.605755599805,12076549.0,0,1.0379448353890972,84000055.0,USA,207414.0986398472,0
57,Wyoming,US,2021-11-21 04:32:41,42.756,-107.3025,109318,1347,0,,56.0,18888.345580803063,1127700.0,0,1.232185001555096,84000056.0,USA,194847.9418894566,0
