,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
10,District of Columbia,US,2021-10-23 04:31:32,38.8974,-77.0268,63588,1186,0,,11.0,9010.002139570868,2167758.0,0,1.8651317858715482,84000011.0,USA,307157.07709114713,0
11,Florida,US,2021-10-23 04:31:32,27.7663,-81.6868,3678661,58803,0,,12.0,17127.786786848166,41337866.0,0,1.5984892329029503,84000012.0,USA,192468.44302078945,0
12,Georgia,US,2021-10-23 04:31:32,33.0406,-83.6431,1625399,28519,0,,13.0,15308.790089647931,12188229.0,0,1.7545845666202575,84000013.0,USA,114794.6069399326,0
13,Grand Princess,US,2021-10-23 04:31:32,0,,103,3,0,,99999.0,0,,0,2.912621359223301,84099999.0,USA,0,0
14,Guam,US,2021-10-23 04:31:32,13.4443,144.7937,17472,227,0,,66.0,10638.803134647353,242725.0,0,1.2992216117216118,316.0,GUM,147796.6741562087,0
15,Hawaii,US,2021-10-23 04:31:32,21.0943,-157.4983,83020,883,0,,15.0,5863.52438638521,2493289.0,0,1.063599132739099,84000015.0,USA,176095.6498892555,0
16,Idaho,US,2021-10-23 04:31:32,44.2405,-114.4788,284278,3403,0,,16.0,15907.535540117457,998314.0,0,1.1970676591224083,84000016.0,USA,55863.32897796106,0
17,Illinois,US,2021-10-23 04:31:32,40.3495,-88.9861,1680908,28023,0,,17.0,13264.928537106072,34343988.0,0,1.6671346676915095,84000017.0,USA,271026.46099562175,0
18,Indiana,US,2021-10-23 04:31:32,39.8494,-86.2583,1007681,16470,0,,18.0,14968.036541889085,14231073.0,0,1.6344458216439528,84000018.0,USA,211387.55290046264,0
19,Iowa,US,2021-10-23 04:31:32,42.0115,-93.2105,476426,6848,0,,19.0,15100.330579036281,1702191.0,0,1.43736907725439,84000019.0,USA,53950.974146373934,0
20,Kansas,US,2021-10-23 04:31:32,38.5266,-96.7265,429672,6215,0,,20.0,14748.56469299224,1804032.0,0,1.4464521774749108,84000020.0,USA,61923.706129857615,0
21,Kentucky,US,2021-10-23 04:31:32,37.6681,-84.6701,734137,9559,0,,21.0,16432.20083475223,7224349.0,0,1.3020730463115195,84000021.0,USA,161702.72533374757,0
22,Louisiana,US,2021-10-23 04:31:32,31.1695,-91.8678,755631,14462,0,,22.0,16254.34467519963,9611007.0,0,1.9138971270368736,84000022.0,USA,206741.942103694,0
23,Maine,US,2021-10-23 04:31:32,44.6939,-69.3819,100382,1115,0,,23.0,7467.720865458722,2892177.0,0,1.1107569086091131,84000023.0,USA,215157.80248948827,0
24,Maryland,US,2021-10-23 04:31:32,39.0639,-76.8021,554456,10785,0,,24.0,9171.110611213297,13765901.0,0,1.9451498405644447,84000024.0,USA,227698.141482844,0
25,Massachusetts,US,2021-10-23 04:31:32,42.2302,-71.5301,842652,18911,0,,25.0,12225.631240204033,30355795.0,0,2.2442241874463007,84000025.0,USA,440417.58124733495,0
26,Michigan,US,2021-10-23 04:31:32,43.3266,-84.5361,1247023,23309,0,,26.0,12486.641192519328,17070342.0,0,1.869171619128116,84000026.0,USA,170928.07076340436,0
27,Minnesota,US,2021-10-23 04:31:32,45.6945,-93.9002,770246,8661,0,,27.0,13657.735114631592,11831652.0,0,1.1244459562269715,84000027.0,USA,209794.75256541558,0
28,Mississippi,US,2021-10-23 04:31:32,32.7416,-89.6787,501097,9990,0,,28.0,16837.093841739774,2537353.0,0,1.9936259845898097,84000028.0,USA,85256.24893108512,0
29,Missouri,US,2021-10-23 04:31:32,38.4561,-92.2884,851743,12449,0,,29.0,13877.849157660181,7346943.0,0,1.4615911137514486,84000029.0,USA,119707.1965650758,0
30,Montana,US,2021-10-23 04:31:32,46.9219,-110.4544,170567,2247,0,,30.0,15959.067271220027,1990724.0,0,1.3173708865138039,84000030.0,USA,186261.69326090167,0
31,Nebraska,US,2021-10-23 04:31:32,41.1254,-98.2681,278976,2461,0,,31.0,14421.776584877649,3854650.0,0,0.8821547373250745,84000031.0,USA,199267.68292935105,0
32,Nevada,US,2021-10-23 04:31:32,38.3135,-117.0554,434898,7522,0,,32.0,14119.349799166015,4481473.0,0,1.7296009639041798,84000032.0,USA,145495.0009025517,0
33,New Hampshire,US,2021-10-23 04:31:32,43.4525,-71.5639,131790,1543,0,,33.0,9692.500832897578,2584708.0,0,1.1708020335382048,84000033.0,USA,190092.45346989177,0
34,New Jersey,US,2021-10-23 04:31:32,40.2989,-74.521,1187569,27828,0,,34.0,13370.227387614992,15942739.0,0,2.3432743697418843,84000034.0,USA,179491.08271721273,0
35,New Mexico,US,2021-10-23 04:31:32,34.8405,-106.2485,268891,4987,0,,35.0,12823.697115978459,4786729.0,0,1.8546548601477921,84000035.0,USA,228284.1853102948,0
36,New York,US,2021-10-23 04:31:32,42.1657,-74.9481,2527230,56169,0,,36.0,12991.09196511631,74130043.0,0,2.2225519640080247,84000036.0,USA,381061.5598861309,0
37,North Carolina,US,2021-10-23 04:31:32,35.6301,-79.8064,1463410,17765,0,,37.0,13953.072839614939,16551690.0,0,1.2139455108274508,84000037.0,USA,157814.23947405454,0
38,North Dakota,US,2021-10-23 04:31:32,47.5289,-99.78399999999999,144088,1749,0,,38.0,18907.647934157587,1841022.0,0,1.2138415412803287,84000038.0,USA,241584.2805441027,0
39,Northern Mariana Islands,US,2021-10-23 04:31:32,15.0979,145.6739,290,3,0,,69.0,525.8958363557232,17542.0,0,1.0344827586206895,580.0,MNP,31811.25779776585,0
40,Ohio,US,2021-10-23 04:31:32,40.3888,-82.7649,1515838,23955,0,,39.0,12967.96160525618,16937356.0,0,1.5803139913368052,84000039.0,USA,144898.71760871238,0
41,Oklahoma,US,2021-10-23 04:31:32,35.5653,-96.9289,638957,10540,0,,40.0,16147.629082952593,4605210.0,0,1.6495632726458902,84000040.0,USA,116382.20244727595,0
42,Oregon,US,2021-10-23 04:31:32,44.571999999999996,-122.0709,357526,4284,0,,41.0,8476.725789208764,7382209.0,0,1.1982345339919334,84000041.0,USA,175027.72221217208,0
43,Pennsylvania,US,2021-10-23 04:31:32,40.5908,-77.2098,1530309,30903,0,,42.0,11953.681572449406,18242042.0,0,2.019396082751914,84000042.0,USA,142493.81092266212,0
44,Puerto Rico,US,2021-10-23 04:31:32,18.2208,-66.5901,184402,3219,0,,72.0,5773.94077203389,2958789.0,0,1.7456426719883733,630.0,PRI,92644.72425974435,0
45,Rhode Island,US,2021-10-23 04:31:32,41.6809,-71.5118,177998,2872,0,,44.0,16802.39314077071,5590870.0,0,1.613501275295228,84000044.0,USA,527758.7149234302,0
46,South Carolina,US,2021-10-23 04:31:32,33.8569,-80.945,891072,13472,0,,45.0,17306.69056389615,9331340.0,0,1.511886806004453,84000045.0,USA,181236.3242549499,0
47,South Dakota,US,2021-10-23 04:31:32,44.2998,-99.4388,152308,2218,0,,46.0,17216.57723484416,971341.0,0,1.4562596843238702,84000046.0,USA,109798.35168126928,0
48,Tennessee,US,2021-10-23 04:31:32,35.7478,-86.6923,1272558,16150,0,,47.0,18634.14228426454,10211037.0,0,1.2690973613776346,84000047.0,USA,149520.82052675769,0
49,Texas,US,2021-10-23 04:31:32,31.0545,-97.5635,4206675,70025,0,,48.0,14507.836475118655,34499860.0,0,1.6646163537710903,84000048.0,USA,118981.9340202148,0
50,Utah,US,2021-10-23 04:31:32,40.15,-111.8624,538895,3128,0,,49.0,16809.172172561208,4405629.0,0,0.5804470258584696,84000049.0,USA,137420.04729943434,0
51,Vermont,US,2021-10-23 04:31:32,44.0459,-72.7107,38320,351,0,,50.0,6141.133898193718,2239371.0,0,0.9159707724425888,84000050.0,USA,358879.88410052104,0
52,Virgin Islands,US,2021-10-23 04:31:32,18.3358,-64.8963,7126,78,0,,78.0,6643.174105977551,200998.0,0,1.094583216390682,850.0,VIR,187379.27434090315,0
53,Virginia,US,2021-10-23 04:31:32,37.7693,-78.17,914755,13668,0,,51.0,10717.040170609427,9762971.0,0,1.4941705702619827,84000051.0,USA,114380.5198020179,0
54,Washington,US,2021-10-23 04:31:32,47.4009,-121.4905,710511,8451,0,,53.0,9330.54476274322,9842443.0,0,1.1894256387304352,84000053.0,USA,129252.54497994915,0
55,West Virginia,US,2021-10-23 04:31:32,38.4912,-80.9545,265006,4263,0,,54.0,14787.068248307756,4191276.0,0,1.6086428231813619,84000054.0,USA,233868.985077675,0
56,Wisconsin,US,2021-10-23 04:31:32,44.2685,-89.6165,867512,9259,0,,55.0,14899.473313050865,11306888.0,0,1.0673051208513542,84000055.0,USA,194195.21114365573,0
57,Wyoming,US,2021-10-23 04:31:32,42.756,-107.3025,100174,1149,0,,56.0,17308.413346487916,1040054.0,0,1.1470042126699542,84000056.0,USA,179704.16010809335,0
